org_file_name,bright,create_time,farm_id,house_id,module_id,weight_prediction_count,weight_prediction_pixel_mean,weight_prediction_weight,weight_prediction_status
FA0002_GW01_H01_0001_20211121150933_farm_image_real_6f7fe1c74415.jpg,no,2021-11-21 15:09:33,FA0002,H01,1,4.0,8314.0,1837.9,success
FA0002_GW01_H01_0001_20211121152335_farm_image_real_2c26201f4c04.jpg,no,2021-11-21 15:23:35,FA0002,H01,1,3.0,8566.0,1894.5,success
FA0002_GW01_H01_0001_20211122075449_farm_image_real_35edd0744e21.jpg,no,2021-11-22 07:54:49,FA0002,H01,1,4.0,9002.0,1992.5,success
FA0002_GW01_H01_0001_20211122080453_farm_image_real_c8d5310341a3.jpg,no,2021-11-22 08:04:53,FA0002,H01,1,1.0,8553.0,1891.6,success
FA0002_GW01_H01_0001_20211122081454_farm_image_real_619b604e4553.jpg,no,2021-11-22 08:14:54,FA0002,H01,1,2.0,8104.0,1790.7,success
FA0002_GW01_H01_0001_20211122083852_farm_image_real_f8fa9c214a5f.jpg,yes,2021-11-22 08:38:52,FA0002,H01,1,1.0,11670.0,2592.3,success
FA0002_GW01_H01_0001_20211122084857_farm_image_real_25aab6114c86.jpg,yes,2021-11-22 08:48:57,FA0002,H01,1,1.0,9675.0,2143.8,success
FA0002_GW01_H01_0001_20211122085900_farm_image_real_c82662234e73.jpg,yes,2021-11-22 08:59:00,FA0002,H01,1,4.0,9992.0,2215.1,success
FA0002_GW01_H01_0001_20211122090900_farm_image_real_e6a958714019.jpg,yes,2021-11-22 09:09:00,FA0002,H01,1,1.0,8508.0,1881.5,success
FA0002_GW01_H01_0001_20211122091931_farm_image_real_575b96f640ea.jpg,yes,2021-11-22 09:19:31,FA0002,H01,1,2.0,7710.0,1702.1,success
FA0002_GW01_H01_0001_20211122092934_farm_image_real_e7c6f6a94fa5.jpg,yes,2021-11-22 09:29:34,FA0002,H01,1,3.0,7855.0,1734.7,success
FA0002_GW01_H01_0001_20211122094004_farm_image_real_26929c744eee.jpg,yes,2021-11-22 09:40:04,FA0002,H01,1,1.0,9965.0,2209.0,success
FA0002_GW01_H01_0001_20211122100004_farm_image_real_88bf24534440.jpg,yes,2021-11-22 10:00:04,FA0002,H01,1,3.0,9047.0,2002.6,success
FA0002_GW01_H01_0001_20211122101007_farm_image_real_13d41262495f.jpg,no,2021-11-22 10:10:07,FA0002,H01,1,3.0,9138.0,2023.1,success
FA0002_GW01_H01_0001_20211122103024_farm_image_real_72190504469c.jpg,no,2021-11-22 10:30:24,FA0002,H01,1,1.0,8193.0,1810.7,success
FA0002_GW01_H01_0001_20211122104025_farm_image_real_31c60ab247bc.jpg,no,2021-11-22 10:40:25,FA0002,H01,1,1.0,10084.0,2235.8,success
FA0002_GW01_H01_0001_20211122105039_farm_image_real_fd469cba4666.jpg,no,2021-11-22 10:50:39,FA0002,H01,1,3.0,8863.0,1961.3,success
FA0002_GW01_H01_0001_20211122110041_farm_image_real_10fc6f074093.jpg,no,2021-11-22 11:00:41,FA0002,H01,1,2.0,8910.0,1971.8,success
FA0002_GW01_H01_0001_20211122111044_farm_image_real_b37d3d40424d.jpg,no,2021-11-22 11:10:44,FA0002,H01,1,2.0,7914.0,1747.9,success
FA0002_GW01_H01_0001_20211122112048_farm_image_real_829cd5724bc0.jpg,yes,2021-11-22 11:20:48,FA0002,H01,1,6.0,8723.0,1929.8,success
FA0002_GW01_H01_0001_20211122113052_farm_image_real_76b74a854bcf.jpg,yes,2021-11-22 11:30:52,FA0002,H01,1,5.0,8897.0,1968.9,success
FA0002_GW01_H01_0001_20211122114055_farm_image_real_131d1c794f8f.jpg,yes,2021-11-22 11:40:55,FA0002,H01,1,2.0,10250.0,2273.1,success
FA0002_GW01_H01_0001_20211122115103_farm_image_real_2e8679f643e0.jpg,yes,2021-11-22 11:51:03,FA0002,H01,1,4.0,9215.0,2040.4,success
FA0002_GW01_H01_0001_20211122121114_farm_image_real_a35fc9754e58.jpg,yes,2021-11-22 12:11:14,FA0002,H01,1,3.0,9961.0,2208.1,success
FA0002_GW01_H01_0001_20211122122114_farm_image_real_7f64532f4e61.jpg,yes,2021-11-22 12:21:14,FA0002,H01,1,3.0,9813.0,2174.8,success
FA0002_GW01_H01_0001_20211122123120_farm_image_real_fc93b12d484f.jpg,yes,2021-11-22 12:31:20,FA0002,H01,1,2.0,10292.0,2282.5,success
