date,org_file_name,weight_prediction_pixel_mean,weight_prediction_weight,bright
20211125103040,FA0002_GW01_H02_0015_20211125103040_farm_image_real_dd408b894634.jpg,1366.0,297.7,yes
20211125130444,FA0002_GW01_H01_0007_20211125130444_farm_image_real_5f7dae02442d.jpg,2076.0,458.4,no
20211125132431,FA0002_GW01_H02_0012_20211125132431_farm_image_real_6639fe99461f.jpg,1493.0,326.4,yes
20211125133433,FA0002_GW01_H02_0015_20211125133433_farm_image_real_a0d62f394876.jpg,1664.0,365.1,no
20211125132438,FA0002_GW01_H02_0013_20211125132438_farm_image_real_54b90f4d42a4.jpg,1597.0,349.9,yes
20211125100428,FA0002_GW01_H02_0012_20211125100428_farm_image_real_578230924e34.jpg,1488.0,325.3,yes
20211125121632,FA0002_GW01_H02_0012_20211125121632_farm_image_real_2a09db694cdb.jpg,1796.0,395.0,yes
20211125154237,FA0002_GW01_H02_0010_20211125154237_farm_image_real_61bcb38d494b.jpg,1543.0,337.7,yes
20211125075500,FA0002_GW01_H01_0001_20211125075500_farm_image_real_7a2d591e4e41.jpg,1552.0,339.8,no
20211125110234,FA0002_GW01_H02_0013_20211125110234_farm_image_real_811e667b4fd8.jpg,1591.0,348.6,yes
20211125094633,FA0002_GW01_H02_0015_20211125094633_farm_image_real_435de7b6431a.jpg,1506.0,329.4,yes
20211125080628,FA0002_GW01_H02_0012_20211125080628_farm_image_real_b0d473604c4b.jpg,1474.0,322.1,yes
20211125083029,FA0002_GW01_H02_0012_20211125083029_farm_image_real_f0c472214a98.jpg,1057.0,227.7,yes
20211125144436,FA0002_GW01_H02_0010_20211125144436_farm_image_real_ea8a2f3b46ad.jpg,1450.0,316.7,yes
20211125085848,FA0002_GW01_H02_0014_20211125085848_farm_image_real_411421114f2e.jpg,1660.0,364.2,yes
20211125124444,FA0002_GW01_H02_0014_20211125124444_farm_image_real_0500c4f949fb.jpg,1702.0,373.7,no
20211125133442,FA0002_GW01_H02_0013_20211125133442_farm_image_real_9925d9ba425a.jpg,1648.0,361.5,yes
20211125092431,FA0002_GW01_H02_0015_20211125092431_farm_image_real_618720e7487d.jpg,1552.0,339.8,yes
20211125144228,FA0002_GW01_H02_0012_20211125144228_farm_image_real_6b0890e8451b.jpg,1381.0,301.1,yes
20211125122805,FA0002_GW01_H01_0001_20211125122805_farm_image_real_6413d19f4146.jpg,1712.0,376.0,no
20211125090026,FA0002_GW01_H02_0012_20211125090026_farm_image_real_4512fb1546ea.jpg,1177.0,254.9,yes
20211125115642,FA0002_GW01_H02_0013_20211125115642_farm_image_real_238e63f342ba.jpg,1706.0,374.6,yes
20211125130827,FA0002_GW01_H01_0002_20211125130827_farm_image_real_b9ec08f14c8f.jpg,1768.0,388.7,no
20211125153515,FA0002_GW01_H02_0015_20211125153515_farm_image_real_7fdd702444b6.jpg,1533.0,335.5,no
20211125143904,FA0002_GW01_H01_0001_20211125143904_farm_image_real_52536e5b49de.jpg,1669.0,366.2,no
20211125083032,FA0002_GW01_H02_0015_20211125083032_farm_image_real_9a0dbc3a46d7.jpg,1607.0,352.2,no
20211125104653,FA0002_GW01_H01_0001_20211125104653_farm_image_real_32eb5f8e45f1.jpg,1534.0,335.7,no
20211125140642,FA0002_GW01_H02_0015_20211125140642_farm_image_real_e2aebf5f496c.jpg,1623.0,355.8,no
20211125093846,FA0002_GW01_H01_0007_20211125093846_farm_image_real_28c5032d402d.jpg,1917.0,422.4,no
20211125145634,FA0002_GW01_H02_0010_20211125145634_farm_image_real_edd34b6040d7.jpg,1558.0,341.1,yes
20211125095238,FA0002_GW01_H02_0012_20211125095238_farm_image_real_93b448204761.jpg,1216.0,263.7,yes
20211125101839,FA0002_GW01_H02_0014_20211125101839_farm_image_real_005099f848c9.jpg,1750.0,384.6,no
20211125084847,FA0002_GW01_H02_0010_20211125084847_farm_image_real_05f20fec468c.jpg,1798.0,395.4,yes
20211125081835,FA0002_GW01_H02_0014_20211125081835_farm_image_real_24999edb4c68.jpg,1430.0,312.1,no
20211125091638,FA0002_GW01_H01_0002_20211125091638_farm_image_real_3418acfb4d1e.jpg,1820.0,400.4,yes
20211125150429,FA0002_GW01_H01_0002_20211125150429_farm_image_real_bc98f31d42d7.jpg,1670.0,366.5,no
20211125135642,FA0002_GW01_H02_0013_20211125135642_farm_image_real_5342519f43ae.jpg,1709.0,375.3,yes
20211125081840,FA0002_GW01_H02_0010_20211125081840_farm_image_real_2910b5c54815.jpg,1648.0,361.5,yes
20211125141247,FA0002_GW01_H01_0007_20211125141247_farm_image_real_277e82794ecd.jpg,1188.0,257.4,no
20211125092533,FA0002_GW01_H01_0001_20211125092533_farm_image_real_c05a0cfd45c2.jpg,1220.0,264.6,yes
20211125113638,FA0002_GW01_H02_0014_20211125113638_farm_image_real_da34f3a24b3c.jpg,1676.0,367.8,no
20211125111230,FA0002_GW01_H02_0012_20211125111230_farm_image_real_03be1408404d.jpg,1581.0,346.3,yes
20211125103635,FA0002_GW01_H02_0012_20211125103635_farm_image_real_ae11726f4fab.jpg,1439.0,314.2,yes
20211125142829,FA0002_GW01_H01_0002_20211125142829_farm_image_real_611be3f048ae.jpg,1892.0,416.7,yes
20211125150040,FA0002_GW01_H02_0013_20211125150040_farm_image_real_767369f14b6b.jpg,1612.0,353.3,yes
20211125090239,FA0002_GW01_H02_0015_20211125090239_farm_image_real_d9ea66ea4688.jpg,1575.0,345.0,yes
20211125124226,FA0002_GW01_H02_0010_20211125124226_farm_image_real_0fc396fc41ed.jpg,1627.0,356.7,yes
20211125154435,FA0002_GW01_H02_0012_20211125154435_farm_image_real_ebf43806417c.jpg,1578.0,345.6,yes
20211125142027,FA0002_GW01_H02_0012_20211125142027_farm_image_real_ff88ca7e418e.jpg,1707.0,374.8,yes
20211125085519,FA0002_GW01_H01_0001_20211125085519_farm_image_real_25de07864a6d.jpg,1441.0,314.6,yes
20211125152629,FA0002_GW01_H01_0002_20211125152629_farm_image_real_00fc17c54969.jpg,1596.0,349.7,yes
